id:ID,no,name,protocol_layer,protocol_suite,abbreviation,character,work_group,:LABEL,
336,13, Zero Text Length EOF Message ,,,,company,Network Working Group,RFC,
337,130, Response to RFC 111: Pressure from the chairman ,,,,company,Network Working Group,RFC,
338,1300, Remembrances of Things Past ,,,,company,Network Working Group,RFC,
339,1301, Multicast Transport Protocol ,,,,company,Network Working Group,RFC,
340,1302, Building a Network Information Services Infrastructure ,,,,company,Network Working Group,RFC,
341,1303, A Convention for Describing SNMP-based Agents ,,,,company,Network Working Group,RFC,
342,1304, Definitions of Managed Objects for the SIP Interface Type ,,,,military,,RFC,
343,1305,Network Time Protocol (Version 3) Specification  Implementation and Analysis,,,Version 3,company,Network Working Group,RFC,
344,1306, Experiences Supporting By-Request Circuit-Switched T3 Networks ,,,,company,Network Working Group,RFC,
345,1307, Dynamically Switched Link Control Protocol ,,,,company,Network Working Group,RFC,
346,1308, Executive Introduction to Directory Services Using the X.500 Protocol ,,,,company,Network Working Group,RFC,
347,1309, Technical Overview of Directory Services Using the X.500 Protocol ,,,,company,Network Working Group,RFC,
348,131, Response to RFC 116: May NWG meeting ,,,,person,Network Working Group,RFC,
349,1310, The Internet Standards Process ,,,,person,Request for Comments: 1310,RFC,
350,1311, Introduction to the STD Notes ,,,,person,Request for Comments: 1311,RFC,
351,1312, Message Send Protocol 2 ,,,,company,Network Working Group,RFC,
352,1313, Today's Programming for KRFC AM 1313 Internet Talk Radio ,,,,company,Network Working Group,RFC,
353,1314, A File Format for the Exchange of Images in the Internet ,,,,company,Network Working Group,RFC,
354,1315, Management Information Base for Frame Relay DTEs ,,Frame Relay,,company,Network Working Group,RFC,
355,1316, Definitions of Managed Objects for Character Stream Devices ,,,,company,Network Working Group,RFC,
356,1317, Definitions of Managed Objects for RS-232-like Hardware Devices ,,,,company,Network Working Group,RFC,
357,1318, Definitions of Managed Objects for Parallel-printer-like Hardware Devices ,,,,company,Network Working Group,RFC,
358,1319, The MD2 Message-Digest Algorithm ,,,,company,Network Working Group,RFC,
359,132, Typographical Error in RFC 107 ,,,,company,NETWORK WORKING GROUP,RFC,
360,1320, The MD4 Message-Digest Algorithm ,,,,company,Network Working Group,RFC,
361,1321,The MD5 Message-Digest Algorithm,,,,company,Network Working Group,RFC,
362,1322, A Unified Approach to Inter-Domain Routing ,,,,company,Network Working Group,RFC,
363,1323, TCP Extensions for High Performance ,,TCP/IP,,company,Network Working Group,RFC,
364,1324, A Discussion on Computer Network Conferencing ,,,,person,Network Working Group,RFC,
365,1325, FYI on Questions and Answers Answers to Commonly asked "New Internet User" Questions ,,,,company,Network Working Group,RFC,
366,1326, Mutual Encapsulation Considered Dangerous ,,,,company,Network Working Group,RFC,
367,1327, Mapping between X.400(1988) / ISO 10021 and RFC 822 ,,,1988,company,Network Working Group,RFC,
368,1328, X.400 1988 to 1984 downgrading ,,,,company,Network Working Group,RFC,
369,1329, Thoughts on Address Resolution for Dual MAC FDDI Networks ,,,,person,Network Working Group,RFC,
370,133, File Transfer and Error Recovery ,,,,company,Network Working Group,RFC,
371,1330, Recommendations for the Phase I Deployment of OSI Directory Services (X.500) and OSI Message Handling Services (X.400) within the ESNET Community ,,,X.500,person,Network Working Group,RFC,
372,1331, The Point-to-Point Protocol (PPP) for the Transmission of Multi-protocol Datagrams over Point-to-Point Links ,,PPP,PPP,company,Network Working Group,RFC,
373,1332, The PPP Internet Protocol Control Protocol (IPCP) ,,TCP/IP,IPCP,company,Network Working Group,RFC,
374,1333, PPP Link Quality Monitoring ,,,,company,Network Working Group,RFC,
375,1334, PPP Authentication Protocols ,,PPP,,company,Network Working Group,RFC,
376,1335, A Two-Tier Address Structure for the Internet: A Solution to the Problem of Address Space Exhaustion ,,,,company,Network Working Group,RFC,
377,1336, Who's Who in the Internet: Biographies of IAB  IESG and IRSG Members ,,,,company,Network Working Group,RFC,
378,1337, TIME-WAIT Assassination Hazards in TCP ,,,,company,Network Working Group,RFC,
379,1338, Supernetting: an Address Assignment and Aggregation Strategy ,,,,company,Network Working Group,RFC,
380,1339, Remote Mail Checking Protocol ,,,,company,Network Working Group,RFC,
381,134, Network Graphics meeting ,,,,person,Network Working Group,RFC,
382,1340, Assigned Numbers ,,AppleTalk,,company,Network,RFC,Group
383,1341, MIME (Multipurpose Internet Mail Extensions): Mechanisms for Specifying and Describing the Format of Internet Message Bodies ,,,Multipurpose Internet Mail Extensions,person,,RFC,
384,1342, Representation of Non-ASCII Text in Internet Message Headers ,,,,company,Network Working Group,RFC,
385,1343, A User Agent Configuration Mechanism for Multimedia Mail Format Information ,,,,person,,RFC,
386,1344, Implications of MIME for Internet Mail Gateways ,,,,person,,RFC,
387,1345, Character Mnemonics and Character Sets ,,,,company,Network Working Group,RFC,
388,1346, Resource Allocation  Control  and Accounting for the Use of Network Resources ,,,,company,Network Working Group,RFC,
389,1347, TCP and UDP with Bigger Addresses (TUBA)  A Simple Proposal for Internet Addressing and Routing ,,,TUBA,company,,RFC,
390,1348, DNS NSAP RRs ,,,,company,Network Working Group,RFC,
391,1349, Type of Service in the Internet Protocol Suite ,,,,company,Network Working Group,RFC,
392,135, Response to NWG/RFC 110 ,,,,company,Network Working Group,RFC,
393,1350, The TFTP Protocol (Revision 2) ,Application Layer,,Revision 2,company,Network Working Group,RFC,
394,1351, SNMP Administrative Model ,,,,company,Network Working Group,RFC,
395,1352, SNMP Security Protocols ,,,,company,Network Working Group,RFC,
396,1353, Definitions of Managed Objects for Administration of SNMP Parties ,,,,company,Network Working Group,RFC,
397,1354, IP Forwarding Table MIB ,,,,company,Network Working Group,RFC,
398,1355, Privacy and Accuracy Issues in Network Information Center Databases ,,,,company,Network Working Group,RFC,
399,1356, Multiprotocol Interconnect on X.25 and ISDN in the Packet Mode ,,X.25,,company,Network Working Group,RFC,
400,1357, A Format for E-mailing Bibliographic Records ,,,,company,Network Working Group,RFC,
401,1358, Charter of the Internet Architecture Board (IAB) ,,,IAB,company,Network Working Group,RFC,
402,1359, Connecting to the Internet - What Connecting Institutions Should Anticipate ,,,,company,Network Working Group,RFC,
403,136, Host accounting and administrative procedures ,,,,company,Network Working Group,RFC,
404,1360, IAB Official Protocol Standards ,,,,company,Request for Comments: 1360,RFC,
405,1361, Simple Network Time Protocol (SNTP) ,,,SNTP,company,Network Working Group,RFC,
406,1362, Novell IPX over Various WAN Media (IPXWAN) ,,Novell,IPXWAN,company,Network Working Group,RFC,
407,1363, A Proposed Flow Specification ,,,,company,Network Working Group,RFC,
408,1364, BGP OSPF Interaction ,,,,company,Network Working Group,RFC,
409,1365, An IP Address Extension Proposal ,,,,company,Network Working Group,RFC,
410,1366, Guidelines for Management of IP Address Space ,,,,company,Network Working Group,RFC,
411,1367, Schedule for IP Address Space Management Guidelines ,,,,company,Network Working Group,RFC,
412,1368, Definition of Managed Objects for IEEE 802.3 Repeater Devices ,,,,company,Network Working Group,RFC,
413,1369, Implementation Notes and Experience for the Internet Ethernet MIB ,,,,company,Network Working Group,RFC,
414,137, Telnet Protocol - a proposed document ,,,,company,Network Working Group,RFC,
415,1370, Applicability Statement for OSPF ,,,,person,Network Working Group,RFC,
416,1371, Choosing a Common IGP for the IP Internet ,,,,company,Network Working Group,RFC,
417,1372, Telnet Remote Flow Control Option ,,,,company,Network Working Group,RFC,
418,1373, Portable DUAs ,,,,company,Network Working Group,RFC,
419,1374, IP and ARP on HIPPI ,,,,company,Network Working Group,RFC,
420,1375, Suggestion for New Classes of IP Addresses ,,,,company,Network Working Group,RFC,
421,1376, The PPP DECnet Phase IV Control Protocol (DNCP) ,,,DNCP,company,Network Working Group,RFC,
422,1377, The PPP OSI Network Layer Control Protocol (OSINLCP) ,,,OSINLCP,company,Network Working Group,RFC,
423,1378, The PPP AppleTalk Control Protocol (ATCP) ,,AppleTalk,ATCP,company,Network Working Group,RFC,
424,1379, Extending TCP for Transactions -- Concepts ,,,,company,Network Working Group,RFC,
425,138, Status report on proposed Data Reconfiguration Service ,,,,company,Network Working Group,RFC,
426,1380, IESG Deliberations on Routing and Addressing ,,,,company,Network Working Group,RFC,
427,1381, SNMP MIB Extension for X.25 LAPB ,,,,company,Network Working Group,RFC,
428,1382, SNMP MIB Extension for the X.25 Packet Layer ,,X.25,,military,,RFC,
429,1383, An Experiment in DNS Based IP Routing ,,,,company,Network Working Group,RFC,
430,1384, Naming Guidelines for Directory Pilots ,,,,company,Network Working Group,RFC,
431,1385, EIP: The Extended Internet Protocol ,,,,company,Network Working Group,RFC,
432,1386, The US Domain ,,,,person,Network Working Group,RFC,
433,1387, RIP Version 2 Protocol Analysis ,,,,company,Network Working Group,RFC,
434,1388, RIP Version 2 Carrying Additional Information ,,Tag Swithching,,company,Network Working Group,RFC,
435,1389, RIP Version 2 MIB Extensions ,,,,company,Network Working Group,RFC,
436,139, Discussion of Telnet Protocol ,,,,company,Network Working Group,RFC,
437,1390, Transmission of IP and ARP over FDDI Networks ,,,,company,Network Working Group,RFC,
438,1391, The Tao of the IETF: A Guide for New Attendees of the Internet Engineering Task Force ,,,,company,Network Working Group,RFC,
439,1392, Internet Users' Glossary ,,,,company,Network Working Group,RFC,
440,1393, Traceroute Using an IP Option ,,,,company,Network Working Group,RFC,
441,1394, Relationship of Telex Answerback Codes to Internet Domains ,,,,company,Network Working Group,RFC,
442,1395, BOOTP Vendor Information Extensions ,,,,company,Network Working Group,RFC,
443,1396, The Process for Organization of Internet Standards Working Group (POISED) ,,,POISED,company,Network Working Group,RFC,
444,1397, Default Route Advertisement In BGP2 and BGP3 Version of The Border Gateway Protocol ,,,,company,Network Working Group,RFC,
445,1398, Definitions of Managed Objects for the Ethernet-Like Interface Types ,,,,company,Network Working Group,RFC,
446,1399, Summary of 1300-1399 ,,,,company,Network Working Group,RFC,
447,14,Not Issued ,,,,military,,RFC,
448,140, Agenda for the May NWG meeting ,,,,company,NWG,RFC,
449,1400, Transition and Modernization of the Internet Registration Service ,,,,company,Network Working Group,RFC,
450,1401, Correspondence between the IAB and DISA on the use of DNS ,,,,company,Network Working Group,RFC,
451,1402, There's Gold in them thar Networks! or Searching for Treasure in all the Wrong Places ,,,,company,Network Working Group,RFC,
452,1403, BGP OSPF Interaction ,,,,company,Network Working Group,RFC,
453,1404, A Model for Common Operational Statistics ,,,,company,Network Working Group,RFC,
454,1405, Mapping between X.400(1984/1988) and Mail-11 (DECnet mail) ,,,1984/1988,company,Network Working Group,RFC,
455,1406, Definitions of Managed Objects for the DS1 and E1 Interface Types ,,,,military,,RFC,
456,1407, Definitions of Managed Objects for the DS3/E3 Interface Type ,,,,company,Network Working Group,RFC,
457,1408, Telnet Environment Option ,,,,military,,RFC,
458,1409, Telnet Authentication Option ,,,,military,,RFC,
459,141, Comments on RFC 114: A File Transfer Protocol ,,,,company,Network Working Group,RFC,
460,1410, IAB Official Protocol Standards ,,,,military,,RFC,
461,1411, Telnet Authentication: Kerberos Version 4 ,,,,military,,RFC,
462,1412, Telnet Authentication: SPX ,,,,company,Network Working Group,RFC,
463,1413, Identification Protocol ,,,,company,Network Working Group,RFC,
464,1414, Identification MIB ,,,,company,Network Working Group,RFC,
465,1415, FTP-FTAM Gateway Specification ,,,,company,Network Working Group,RFC,
466,1416, Telnet Authentication Option ,,,,military,,RFC,
467,1417, NADF Standing Documents: A Brief Overview ,,,,person,Network Working Group,RFC,
468,1418, SNMP over OSI ,,,,company,Network Working Group,RFC,
469,1419, SNMP over AppleTalk ,,AppleTalk,,company,Network Working Group,RFC,
470,142, Time-Out Mechanism in the Host-Host Protocol ,,,,company,Network Working Group,RFC,
